Categories,Exercise,Exercise Instructions (step by step),Exercise Tips,Primary Activating Muscles,Secondary Activating Muscles,Equipment
Bodyweight,Jump Rope double bounce female,"1. Stand with your feet together, holding a jump rope with the handles in each hand. Position the rope behind you, ready to swing it over your head.
2. Swing the rope over your head and, as it passes under your feet, perform a small jump, landing on your forefeet.
3. Immediately perform a second smaller bounce while keeping the rope in motion and preparing for the next swing.
4. Continue with the double bounce rhythm, maintaining a smooth and controlled motion for the desired duration or number of repetitions.","1. Focus on quick, controlled movements, keeping your jumps low to minimize impact on your joints.
2. Use your wrists to swing the rope, rather than your arms, to maintain a smooth and efficient motion.
3. Wear supportive footwear to protect your feet and ankles during the exercise.","Calves (Gastrocnemius, Soleus), Quadriceps (Rectus Femoris)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)",Jump rope
Bodyweight,Jump Rope double bounce female,"1. Stand with your feet together, holding a jump rope with the handles in each hand. Position the rope behind you, ready to swing it over your head.
2. Swing the rope over your head and, as it passes under your feet, perform a small jump, landing on your forefeet.
3. Immediately perform a second smaller bounce while keeping the rope in motion and preparing for the next swing.
4. Continue with the double bounce rhythm, maintaining a smooth and controlled motion for the desired duration or number of repetitions.","1. Focus on quick, controlled movements, keeping your jumps low to minimize impact on your joints.
2. Use your wrists to swing the rope, rather than your arms, to maintain a smooth and efficient motion.
3. Wear supportive footwear to protect your feet and ankles during the exercise.","Calves (Gastrocnemius, Soleus), Quadriceps (Rectus Femoris)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)",Jump rope
Bodyweight,Jump Rope face pull,"1. Loop the jump rope over a vertical bar or similar stable structure, ensuring the rope is at about hip height. Stand facing the bar with your feet shoulder-width apart, holding the handles of the jump rope with both hands.
2. Step back slightly to create tension in the rope, keeping your core engaged and your back straight.
3. Pull the rope towards your face by bending your elbows and bringing your hands towards your ears, engaging your upper back and shoulder muscles.
4. Extend your arms back out to the starting position with control. Repeat the movement for the desired number of repetitions.","1. Focus on squeezing your shoulder blades together as you pull the rope towards your face to maximize muscle engagement.
2. Move slowly  with control and avoid using momentum to prevent injury.
3. Breathe steadily, exhaling as you pull the rope towards your face and inhaling as you extend your arms back out.
4. Ensure the vertical bar or structure is stable and can support the tension in the rope to prevent slipping or injury.","Upper Back (Trapezius, Rhomboids), Shoulders (Deltoids)",Biceps (Biceps Brachii),Jump rope
Bodyweight,Jump Rope face pull female,"1. Loop the jump rope over a vertical bar or similar stable structure, ensuring the rope is at about hip height. Stand facing the bar with your feet shoulder-width apart, holding the handles of the jump rope with both hands.
2. Step back slightly to create tension in the rope, keeping your core engaged and your back straight.
3. Pull the rope towards your face by bending your elbows and bringing your hands towards your ears, engaging your upper back and shoulder muscles.
4. Extend your arms back out to the starting position with control. Repeat the movement for the desired number of repetitions.","1. Focus on squeezing your shoulder blades together as you pull the rope towards your face to maximize muscle engagement.
2. Move slowly  with control and avoid using momentum to prevent injury.
3. Breathe steadily, exhaling as you pull the rope towards your face and inhaling as you extend your arms back out.
4. Ensure the vertical bar or structure is stable and can support the tension in the rope to prevent slipping or injury.","Upper Back (Trapezius, Rhomboids), Shoulders (Deltoids)",Biceps (Biceps Brachii),Jump rope
Bodyweight,Jump Rope row,"1. Loop the jump rope over a vertical bar or similar stable structure, ensuring the rope is at about hip height. Stand facing the bar with your feet shoulder-width apart, holding the handles of the jump rope with both hands.
2. Step back slightly to create tension in the rope, keeping your core engaged and your back straight.
3. Pull the rope towards your torso by bending your elbows and bringing your hands towards your sides, engaging your upper back and shoulder muscles.
4. Extend your arms back out to the starting position with control. Repeat the movement for the desired number of repetitions.","1. Focus on squeezing your shoulder blades together as you pull the rope towards your torso to maximize muscle engagement.
2. Ensure the vertical bar or structure is stable and can support the tension in the rope to prevent slipping or injury.
3. Breathe steadily, exhaling as you pull the rope towards your torso and inhaling as you extend your arms back out.","Upper Back (Trapezius, Rhomboids), Mid Back (Latissimus Dorsi), Shoulders (Deltoids)",Biceps (Biceps Brachii),Jump rope
Bodyweight,Jump Rope row female,"1. Loop the jump rope over a vertical bar or similar stable structure, ensuring the rope is at about hip height. Stand facing the bar with your feet shoulder-width apart, holding the handles of the jump rope with both hands.
2. Step back slightly to create tension in the rope, keeping your core engaged and your back straight.
3. Pull the rope towards your torso by bending your elbows and bringing your hands towards your sides, engaging your upper back and shoulder muscles.
4. Extend your arms back out to the starting position with control. Repeat the movement for the desired number of repetitions.","1. Focus on squeezing your shoulder blades together as you pull the rope towards your torso to maximize muscle engagement.
2. Ensure the vertical bar or structure is stable and can support the tension in the rope to prevent slipping or injury.
3. Breathe steadily, exhaling as you pull the rope towards your torso and inhaling as you extend your arms back out.","Upper Back (Trapezius, Rhomboids), Mid Back (Latissimus Dorsi), Shoulders (Deltoids)",Biceps (Biceps Brachii),Jump rope
Bodyweight,Jump squats bodyweight,"1. Stand with your feet shoulder-width apart and your arms at your sides.
2. Lower your body into a squat position by bending your knees and pushing your hips back, keeping your chest up and your core engaged.
3. Explosively jump up, extending your legs fully and swinging your arms up for momentum.
4. Land softly back into the squat position with your knees bent and your hips pushed back. Repeat for the desired number of repetitions.","1. Land softly on your forefeet to reduce impact on your joints.
2. Ensure your knees are aligned with your toes when you squat to avoid strain.
3. Move quickly but with control to maximize the effectiveness of the exercise and prevent injury.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",None (Bodyweight)
Bodyweight,Jumping jack,"1. Stand with your feet together and your arms at your sides.
2. Jump your feet out to the sides while simultaneously raising your arms overhead, forming an ""X"" shape with your body.
3. Quickly jump back to the starting position with your feet together and your arms at your sides.
4. Repeat the movement for the desired duration or number of repetitions, maintaining a steady rhythm.","1. Maintain a slight bend in your knees throughout the exercise to absorb impact and reduce strain on your joints.
2. Keep your movements light and quick to enhance cardiovascular benefits.
3. Engage your shoulders and back muscles when raising your arms to ensure full range of motion.
4. Keep your gaze forward and your head in a neutral position to maintain alignment.","Calves (Gastrocnemius, Soleus), Quadriceps (Quadriceps Femoris)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Shoulders (Deltoids)",None
,Jumping Lunge,,,,,
,Jumping Lunge_Female,,,,,
,Jumping Pistol Squat,,,,,
,Jumping Pistol Squat_female,,,,,
Free Weights,Kettlebell bulgarian split squat right,"1. Stand facing away from a bench, holding a kettlebell in each hand with arms hanging by your sides. Place your right foot on the bench behind you.
2. Keep your left foot firmly planted on the floor and lower your body by bending your left knee, descending until your left thigh is parallel to the floor.
3. Press through your left heel to return to the starting position, straightening your leg.
4. Repeat for the desired number of repetitions.","1. Ensure your front knee does not extend past your toes during the descent.
2. Focus on keeping your torso upright; avoid leaning forward excessively.
3. Exhale as you push up to the starting position and inhale as you lower your body.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
Free Weights,Kettlebell bulgarian split squat right side view,"1. Stand facing away from a bench, holding a kettlebell in each hand with arms hanging by your sides. Place your left foot on the bench behind you.
2. Keep your right foot firmly planted on the floor and lower your body by bending your right knee, descending until your right thigh is parallel to the floor.
3. Press through your right heel to return to the starting position, straightening your leg.
4. Repeat for the desired number of repetitions.","1. Ensure your front knee does not extend past your toes during the descent.
2. Focus on keeping your torso upright; avoid leaning forward excessively.
3. Exhale as you push up to the starting position and inhale as you lower your body.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
,Kettlebell Calf Raise,,,,,
,Kettlebell Calf Raise_Female,,,,,
,Kettlebell Concentration Curl,,,,,
,Kettlebell Concentration Curl_Female,,,,,
,Kettlebell Curl,,,,,
,Kettlebell Curl_Female,,,,,
,Kettlebell Decline Skull Crusher,,,,,
,Kettlebell Decline Skull Crusher_Female,,,,,
,Kettlebell Front Raise,,,,,
,Kettlebell Front Raise_Female,,,,,
,Kettlebell Glute Bridge,,,,,
,Kettlebell Glute Bridge_Female,,,,,
,Kettlebell Goblet Curl,,,,,
,Kettlebell Goblet Curl_Female,,,,,
,Kettlebell Gorilla Row,,,,,
,Kettlebell Gorilla Row_Female,,,,,
Free Weights,Kettlebell half kneeling shoulder press,"1. Begin in a half-kneeling position with your right knee on the floor and your left foot flat on the floor in front of you. Hold a kettlebell in your right hand, racked at shoulder height with your elbow bent, facing the floor, and close to your body.
2. Press the kettlebell overhead by extending your right arm fully, keeping your wrist straight and in line with your shoulder.
3. Lower the kettlebell back to the starting position with control.
4. Repeat for the desired number of repetitions.","1. Ensure your knee and hip are aligned, maintaining a 90-degree angle in both legs.
2. Press the kettlebell straight up, avoiding any forward or backward motion.
3. Exhale as you press the kettlebell overhead and inhale as you lower it back down.",Shoulders (Anterior Deltoids),Triceps (Triceps Brachii),Kettlebells
,Kettlebell Hip Thrusts,,,,,
,Kettlebell Hip Thrusts With Bench,,,,,
,Kettlebell Hip Thrusts With Bench_Female,,,,,
,Kettlebell Hip Thrusts_Female,,,,,
,Kettlebell Incline Shrug,,,,,
,Kettlebell Incline Shrug_Female,,,,,
Free Weights,Kettlebell kneeling one arm shoulder press,"1. Begin in a kneeling position on both knees with your torso upright. Hold a kettlebell in your right hand at shoulder height, with your elbow bent, facing the floor, and close to your body.
2. Press the kettlebell overhead by extending your right arm fully, keeping your wrist straight and aligned with your shoulder.
3. Lower the kettlebell back to the starting position.
4. Repeat for the desired number of repetitions.","1. Maintain a neutral spine throughout the movement.
2. Press the kettlebell straight up, avoiding any forward or backward motion.
3. Exhale as you press the kettlebell overhead and inhale as you lower it back down.",Shoulders (Anterior Deltoids),Triceps (Triceps Brachii),Kettlebells
,Kettlebell Lateral Lunge,,,,,
,Kettlebell Lateral Lunge_Female,,,,,
,Kettlebell Long Lever Lateral Raise,,,,,
,Kettlebell Preacher Curl,,,,,
,Kettlebell Preacher Curl_Female,,,,,
,Kettlebell Pullover,,,,,
,Kettlebell Pullover_Female,,,,,
,Kettlebell Rear Delt Row,,,,,
,Kettlebell Rear Delt Row_Female,,,,,
,Kettlebell Reverse Lunge,,,,,
,Kettlebell Reverse Lunge_Female,,,,,
,Kettlebell Row,,,,,
,Kettlebell Row_Female,,,,,
,Kettlebell Seated Calf Raise,,,,,
,Kettlebell Seated Calf Raise_Female,,,,,
Free Weights,Kettlebell seesaw press,"1. Begin in a standing position with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Your elbows should be bent, facing the floor and your palms facing inward.
2. Press the kettlebell in your right hand overhead by extending your right arm fully while slightly leaning your torso to your left side.
3. Lower the right kettlebell back to shoulder height and then press the kettlebell in your left hand overhead by extending your left arm fully and slightly leaning your torso to the right side.
4. Continue alternating the presses for the desired number of repetitions.
","1. Press each kettlebell straight up, avoiding any forward or backward motion.
2. Exhale as you press each kettlebell overhead and inhale as you lower it back down.
3. Ensure your wrists stay straight and aligned with your forearms to prevent strain.",Shoulders (Anterior Deltoids),"Triceps (Triceps Brachii), Core Muscles (Rectus Abdominis, Obliques)",Kettlebells
,Kettlebell Shoulder Extension,,,,,
,Kettlebell Shoulder Extension_Female,,,,,
,Kettlebell Shrug,,,,,
,Kettlebell Shrug_Female,,,,,
,Kettlebell Silverback Shrug,,,,,
,Kettlebell Silverback Shrug_Female,,,,,
,Kettlebell Single Arm Chest Fly,,,,,
,Kettlebell Single Arm Chest Fly_Female,,,,,
Free Weights,Kettlebell single arm clean and press,"1. Stand with your feet shoulder-width apart and the kettlebell placed on the floor between your feet. Bend your knees and hinge at your hips to grab the kettlebell with your right hand.
2. Explosively extend your hips and knees to lift the kettlebell off the floor and swing it up to shoulder height. As the kettlebell rises, rotate your wrist to catch it in a rack position with your elbow bent and close to your body.
3. Press the kettlebell overhead by extending your right arm fully, keeping your wrist straight and aligned with your shoulder.
4. Lower the kettlebell back to the rack position with control, then return it to the starting position on the floor. Repeat for the desired number of repetitions, then switch to the left hand.","1. Use your hips and legs to generate power for the clean.
2. Use an appropriate weight to maintain proper form and control.
3. Keep your wrist straight and aligned with your forearm during the press.","Shoulders (Deltoids), Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Triceps (Triceps Brachii), Core Muscles (Rectus Abdominis, Obliques)",Kettlebells
,Kettlebell Single Arm Curl,,,,,
,Kettlebell Single Arm Curl_Female,,,,,
,Kettlebell Single Arm Lateral Raise,,,,,
,Kettlebell Single Arm Lateral Raise_Female,,,,,
,Kettlebell Single Arm Rear Delt Fly,,,,,
,Kettlebell Single Arm Rear Delt Fly_Female,,,,,
,Kettlebell Single Arm Row,,,,,
,Kettlebell Single Arm Row_Female,,,,,
,Kettlebell Single Leg Calf Raise,,,,,
,Kettlebell Single Leg Calf Raise_Female,,,,,
,Kettlebell Single Leg Deadlift_Female,,,,,
,Kettlebell Single Leg Glute Bridge,,,,,
Free Weights,Kettlebell single leg glute bridge pullover,"1. Lie on your back with your knees bent and feet flat on the floor, holding a kettlebell with both hands extended straight on the floor. Extend your right leg upwards bent at 90 degrees.
2. Press through your left heel to lift your hips off the floor, forming a straight line from your shoulders to your left knee. Simultaneously, extend the kettlebell overhead with both arms, keeping a slight bend in your elbows.
3. Lower your hips back to the floor while bringing the kettlebell back to the starting position.
4. Repeat for the desired number of repetitions, then switch to your left leg extended and perform the same motion.","1. Lower the kettlebell and your hips in a controlled manner to prevent any sudden movements or loss of balance.
2. Focus on squeezing your glutes at the top of the bridge for maximum activation.
3. Inhale as you lower your hips and the kettlebell, and exhale as you lift them.","Glutes (gluteus maximus, gluteus mideus), Chest (Pectoralis Major)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Shoulders (Deltoids), Triceps (Triceps Brachii)",Kettlebells
,Kettlebell Single Leg Glute Bridge_Female,,,,,
,Kettlebell Single Leg Hip Thrust,,,,,
,Kettlebell Single Leg Hip Thrust_Female,,,,,
,Kettlebell single leg romanian deadlifts,,,,,
,Kettlebell single leg romanian deadlifts_Female,,,,,
Free Weights,Kettlebell situp press,"1. Begin by lying on your back with your legs straight on the floor, holding a kettlebell with both hands at your chest.
2. Lift your upper body off the floor until it is vertical to the floor, and then press the kettlebell overhead by extending your arms.
3. Lower the kettlebell back close to your chest.
4. Slowly lower your upper body back to the starting. Repeat for the desired number of repetitions","1. Use a controlled motion to lift and lower your upper body, avoiding any jerky movements.
2. Engage your core throughout the movement to maintain control and stability.
3. Choose a moderate weight for the kettlebell to ensure proper form and control.","Abdominals (Rectus Abdominis), Shoulders (Deltoids)","Chest (Pectoralis Major), Triceps (Triceps Brachii), Core Muscles (Obliques)",Kettlebells
,Kettlebell Skull Crusher,,,,,
,Kettlebell Skull Crusher_Female,,,,,
,Kettlebell Snatch,,,,,
,Kettlebell Snatch_Female,,,,,
Free Weights,Kettlebell split squat,"1. Stand with your feet hip-width apart, holding a kettlebell in each hand with your arms hanging by your sides. Take a step forward with your right foot and position your left foot back, standing on the ball of your left foot.
2. Bend both knees to lower your body into a split squat. Your back knee should hover just above the floor, and your front thigh should be parallel to the floor.
3. Push through your right heel to return to the starting position, fully extending both legs.
4. Repeat for the desired number of repetitions, then switch legs and perform the same number of repetitions on the other side.","1. Keep your chest up and your back straight throughout the movement.
2. Ensure your front knee stays aligned with your ankle, not extending past your toes.
3. Keep your feet hip-width apart to maintain proper alignment and balance.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
Free Weights,Kettlebell squats,"1. Stand with your feet shoulder-width apart, holding a kettlebell with each hand hanging by your sides.
2. Lower your body into a squat by bending your knees and pushing your hips back as if sitting in a chair.
3. Continue lowering yourself until your thighs are parallel to the floor, making sure your knees track over your toes.
4. Push through your heels to stand back up to the starting position, fully extending your legs.","1. Ensure your knees stay in line with your toes to prevent any inward collapse.
2. Inhale as you lower into the squat and exhale as you push back up to standing.
3. Focus on pressing through your heels to activate your glutes and quadriceps.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
,Kettlebell Staggered Deadlift,,,,,
,Kettlebell Staggered Deadlift_Female,,,,,
Free Weights,Kettlebell Standing Bottoms-up One Arm Shoulder Press,"1. Stand with your feet shoulder-width apart, holding a kettlebell in your right hand with the bell facing up (bottoms-up position). Place your  left hand on your hip.
2. Press the kettlebell overhead by extending your elbow, keeping your wrist straight.
3. Once your arm is fully extended overhead, pause for a second to fully activate the shoulder muscles.
4. Slowly lower the kettlebell back to the starting position with control, keeping the bottoms-up orientation throughout the movement. Repeat for the desired number of repetitions.","1. Maintain a strong grip on the kettlebell to keep it stable in the bottoms-up position.
2. Start with a lighter weight to master the balance and control required for the bottoms-up position.
3. Avoid locking your elbow completely at the top of the press to protect your joint.",Shoulders (Anterior Deltoids),Triceps (Triceps Brachii),Kettlebells
,Kettlebell Standing Tricep Extension,,,,,
,Kettlebell Standing Tricep Extension_Female,,,,,
,Kettlebell Step Up,"1. Stand facing a bench, holding a kettlebell in each hand with your arms hanging at your sides.
2. Step up onto the bench with your right foot, pressing through your heel to lift your body up. Bring your left foot up to meet your right foot on the bench.
3. Step down with your left foot first, followed by your right foot, returning to the starting position.
4. Repeat the movement for the desired number of repetitions.","1. Keep your chest up and your shoulders back throughout the exercise.
2. Breathe in as you step down and exhale as you step up.
3. Ensure your whole foot is on the bench when stepping up to avoid slipping.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
,Kettlebell Step Up_Female,"1. Stand facing a bench, holding a kettlebell in each hand with your arms hanging at your sides.
2. Step up onto the bench with your right foot, pressing through your heel to lift your body up. Bring your left foot up to meet your right foot on the bench.
3. Step down with your left foot first, followed by your right foot, returning to the starting position.
4. Repeat the movement for the desired number of repetitions.","1. Keep your chest up and your shoulders back throughout the exercise.
2. Breathe in as you step down and exhale as you step up.
3. Ensure your whole foot is on the bench when stepping up to avoid slipping.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",Kettlebells
Free Weights,Kettlebell strict press,"1. Stand with your feet shoulder-width apart, holding a kettlebell in your right hand, close to the front of your shoulder. The kettlebell should rest against the back of your wrist, with your palm facing inward and your elbow close to your body facing down.
2. Press the kettlebell directly overhead by extending your arm upward, keeping your wrist straight.
3. Lower the kettlebell back to the starting position with control, returning it to shoulder height.
4. Repeat for the desired number of repetitions, then switch to the left hand and perform the exercise on the other side.","1. Maintain a neutral wrist position to avoid strain.
2. Avoid using momentum; focus on a slow, controlled press.
3. Exhale as you press the kettlebell up and inhale as you lower it.",Shoulders (Anterior Deltoids),"Triceps (Triceps Brachii), Upper Chest (Pectoralis Major, Clavicular Head)",Kettlebells
Free Weights,Kettlebell suitcase squat,"1. Stand with your feet shoulder-width apart, holding a kettlebell in your right hand next to your right thigh, with your arm extended. Your left arm can hang by your side or be extended in front of you for counterbalance.
2. Push your hips back as if sitting into a chair to lower your body into a squat until your thighs are parallel to the floor.
3. Push through your heels to stand back up to the starting position, maintaining a straight back and engaged core. 
4. Repeat for the desired number of repetitions, then switch the kettlebell to your left hand and perform the exercise on the other side.","1. Keep your back straight and avoid leaning to one side.
2. Use a weight that allows you to maintain proper form throughout the exercise.
3. Ensure your knees track over your toes to prevent knee strain.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Core Muscles (Rectus Abdominis, Obliques), Calves (Gastrocnemius, Soleus)",Kettlebells
Free Weights,Kettlebell sumo deadlift,"1. Place a kettlebell on the floor between your feet. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward. 
2. Hinge at your hips and bend your knees to lower your body, reaching down to grasp the kettlebell handle with both hands, keeping your back straight and chest up.
3. Push through your heels to lift the kettlebell off the floor, extending your hips and knees simultaneously.
4. Lower the kettlebell back to the starting position. Repeat for the desired number of repetitions.","1. Ensure your knees track over your toes to prevent knee strain.
2. Maintain a wide stance with toes pointed slightly outward.
3. Use a weight that allows you to maintain proper form throughout the exercise.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell Sumo Deadlift with High Pull,"1. Place a kettlebell on the floor between your feet. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward. 
2. Hinge at your hips and bend your knees to lower your body, reaching down to grasp the kettlebell handle with both hands, keeping your back straight and chest up.
3. Push through your heels to lift the kettlebell off the floor, extending your hips and knees simultaneously. As you reach the standing position, explosively pull the kettlebell upward towards your chin by bending your elbows and keeping them pointed outward.
4. Lower the kettlebell back to the starting position with control. Repeat for the desired number of repetitions.","1. Use a weight that allows you to maintain proper form throughout the exercise.
2. Push through your heels to maximize power and stability.
3. Ensure your knees track over your toes to prevent knee strain.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus), Shoulders (Deltoids)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Upper Back (Trapezius), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell sumo squat,"1. Stand with your feet wider than shoulder-width apart, toes pointed slightly outward. Hold a kettlebell with both hands close to your chest.
2. Hinge at your hips while bending your knees to lower your body into a squat.
3. Lower yourself until your thighs are parallel to the floor or slightly below.
4. Push through your heels to rise back to the starting position, fully extending your hips and knees. Repeat for the desired number of repetitions.","1. Ensure your knees track over your toes to prevent knee strain.
2. Exhale as you rise from the squat, inhale as you lower into it.
3. Maintain a wide stance with toes pointed slightly outward.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell sumo squat (version 2),"1. Stand with your feet wider than shoulder-width apart, toes pointed slightly outward. Hold a kettlebell with both hands, letting it hang down between your legs.
2. Hinge at your hips while bending your knees to lower your body into a squat.
3. Lower yourself until your thighs are parallel to the floor or slightly below.
4. Push through your heels to rise back to the starting position, fully extending your hips and knees. Repeat for the desired number of repetitions.","1. Ensure your knees track over your toes to prevent knee strain.
2. Exhale as you rise from the squat, inhale as you lower into it.
3. Maintain a wide stance with toes pointed slightly outward.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell sumo squat off stepbox,"1. Stand between two stepboxes with a wide stance, toes pointed slightly outward. Hold a kettlebell with both hands, letting it hang between your legs.
2. Lower yourself into a wide squat by bending your knees and pushing your hips back. Lower until your thighs are parallel to the floor.
3. Push through your heels to stand back up, squeezing your glutes at the top of the movement.
4. Repeat the squat for the desired number of repetitions.","1. Ensure your knees track over your toes and do not collapse inward during the squat.
2. Keep your back straight and chest up to avoid leaning forward.
3. Use a weight that challenges your strength but allows you to maintain proper form.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell swing,"1. Stand with your feet shoulder-width apart, toes pointing slightly outward. Place a kettlebell on the floor between your feet. Bend at your hips and knees to reach forward and grab the kettlebell with both hands, keeping your back straight and chest up.
2. Hinge at your hips to swing the kettlebell back between your legs, allowing a slight bend in your knees.
3. Drive through your hips, extending them forcefully to swing the kettlebell forward and up to shoulder height. Allow the momentum to carry the kettlebell upwards, keeping your arms straight but not locked.
4. As the kettlebell begins to descend, hinge at your hips again to let it swing back between your legs, preparing for the next repetition. Repeat for the desired number of repetitions.","1. Use the power from your hips, not your arms, to generate the swing.
2. Keep your back straight and avoid rounding your shoulders.
3. Exhale as you swing the kettlebell up, inhale as it swings back down.","Glutes (gluteus maximus, gluteus mideus), Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Core Muscles (Rectus Abdominis, Obliques)","Shoulders (Deltoids), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell swing (Version 2),"1. Stand with your feet shoulder-width apart, toes pointing slightly outward. Place a kettlebell vertically on the floor between your feet. Bend at your hips and knees to reach forward and grab the kettlebell with both hands, interlocking your fingers.
2. Hinge at your hips to swing the kettlebell back between your legs, allowing a slight bend in your knees.
3. Drive through your hips, extending them forcefully to swing the kettlebell forward and up to shoulder height. Allow the momentum to carry the kettlebell upwards, keeping your arms straight but not locked.
4. As the kettlebell begins to descend, hinge at your hips again to let it swing back between your legs, preparing for the next repetition. Repeat for the desired number of repetitions.","1. Use the power from your hips, not your arms, to generate the swing.
2. Keep your back straight and avoid rounding your shoulders.
3. Exhale as you swing the kettlebell up, inhale as it swings back down.","Glutes (gluteus maximus, gluteus mideus), Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Core Muscles (Rectus Abdominis, Obliques)","Shoulders (Deltoids), Lower Back (Erector Spinae)",Kettlebells
Free Weights,Kettlebell thruster,"1. Begin by standing with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder level, palms facing inward. Keep your elbows close to your.
2. Lower into a squat by bending your hips and knees until your thighs are parallel to the floor.
3. Push through your heels to stand back up while simultaneously pressing the kettlebells overhead. Fully extend your arms at the top of the movement.
4. Lower the kettlebells back to shoulder level as you prepare for the next repetition. Repeat for the desired number of repetitions.","1. Exhale as you press the kettlebells overhead, inhale as you lower into the squat.
2. Choose an appropriate weight to maintain control throughout the exercise.
3. Keep your wrists straight and aligned with your forearms.","Shoulders (Deltoids), Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Core Muscles (Rectus Abdominis, Obliques)",Kettlebells
,Kettlebell Turkish Get Up,,,,,
,Kettlebell Turkish Get Up_Female,,,,,
,Kettlebell Upright Row,,,,,
,Kettlebell Upright Row_Female,,,,,
,Kettlebell Walkover Pushup,,,,,
,Kettlebell Walkover Pushup_Female,,,,,
,Kettlebell Windmill,,,,,
,Kettlebell Windmill_Female,,,,,
,Kettlebell Wrist Curl,,,,,
,Kettlebell Wrist Curl_Female,,,,,
,Kettlebell Wrist Extension,,,,,
,Kettlebell Wrist Extension_Female,,,,,
